opeid,unitid,data.support_center.tutoring_resources.live_tutor,data.support_center.tutoring_resources.all_day_tutor,data.support_center.tutoring_resources.group_tutoring,data.support_center.online_resources.online_tutoring,data.support_center.online_resources.online_mentoring,data.support_center.online_resources.smarthinking,data.support_center.online_resources.tutordotcom,data.support_center.online_resources.nettutor,data.support_center.online_resources.brainfuse,data.support_center.online_resources.askonline,data.support_center.online_resources.online_learning_support,data.support_center.online_resources.instaedu,data.support_center.online_resources.skype,data.support_center.online_resources.google_hangouts,data.support_center.online_resources.blackboard_collaborate,data.support_center.online_resources.etutoring_org,data.support_center.online_resources.ctdlc_org,data.support_center.online_resources.tutorvista,data.support_center.online_resources.wyzant,data.support_center.writing_center,data.support_center.learning_center,data.support_center.career_center,data.support_center.esl_support,data.support_center.peer_mentoring,data.retention_program.retention_programs,data.retention_program.civitas,data.retention_program.starfish,data.retention_program.early_alerts,data.retention_program.retention_support,data.retention_program.learning_support,data.student_groups.learning_community,data.student_groups.cultural_hub,data.student_groups.religious_organization,data.student_groups.student_organization,data.lms.blackboard,data.lms.moodle,data.lms.sakai,data.lms.lms,data.computer_lab,data.academic_planning,data.online_academic_planning,data.personal_development,data.small_business_center,data.mentoring.peer_mentor,data.mentoring.minority_male_mentor,data.mentoring.academic_mentor,data.mentoring.personal_mentor,data.mentoring.faculty_mentor,data.mentoring.minority_mentor,data.advising.one_on_one_advising,data.advising.faculty_advising,data.advising.staff_advising,data.advising.advising_center,data.advising.academic_advising,data.advising.career_advising,data.advising.advising,data.freshman_year,data.remedial_courses.developmental_courses,data.remedial_courses.freshman_seminar,data.remedial_courses.supplemental_courses,data.remedial_courses.summer_classes,data.remedial_courses.placement_tests,data.other.veteran_services,data.other.work_study,data.other.high_school_program,data.other.lti_compliance
272900,191533, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1015300,191597, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
273100,191630, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , ,true, , , , , , , , , , 
273400,191676, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1210700,191764, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , ,true, , , , , , , , , , , , , , , , , , , ,true, , , , 
2157900,191940, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
737500,191959, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
849500,192004, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , ,true, , , , , , , , , 
274200,192110, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1164700,192156, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1054900,192165, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2256700,192244, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
746600,192271, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , ,true, , , , , , , , , , 
2118700,192475, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
738800,192484, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2093701,192509, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , 
2118702,192536, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1302600,192624, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
740100,192688, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, ,true, , , , , , , , , , , , , , , , , , , , , , , , 
276000,192749, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
276500,192819, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , ,true, , , , , , , , , 
2513500,192828, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
1167700,192970, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
726400,193052, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
933500,193061, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1064100,193122, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
928300,193186, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
479800,193247, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2275900,193265, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
479901,193317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2217800,193380, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
270300,193399, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
702600,193405, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
277900,193584, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
902900,193609, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2182200,193672, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
780400,193760, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2325600,193788, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
278400,193830, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1055100,193858, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, ,true, , , , , , , , , , , , , ,true, ,true, , , , , , , , , , 
278500,193900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2314200,193991, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
1198400,194189, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
900300,194204, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
287500,194222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true,true, , , , 
1207200,194453, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1235800,194499, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
279600,194541, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2306500,194611, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
397600,194657, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
861400,194666, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
397700,194675, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1094300,194693, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
861700,194718, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1037800,194736, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2092400,194879, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, ,true, , , , , , , , , , , , , , , , , , , , , , , , 
280500,194958, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
481100,194967, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2173200,195067, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
281500,195155, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , ,true, , , , , , , , , , , , , , ,true, , , , , , , , , 
282000,195173, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
646700,195191, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
281300,195304, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2505900,195438, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1083700,195492, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
281400,195526, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2491400,195623, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
506600,195669, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
646101,195687, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , ,true, , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
947900,195784, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2163400,195845, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , ,true, , , , , , , , 
285600,196033, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1167800,196112, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
284200,196130, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
284300,196149, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
284400,196158, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
284700,196185, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
679100,196219, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2170000,196389, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , ,true, , 
288200,196413, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1201100,196431, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2550600,196440, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
678800,196565, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , ,true, , , , , 
2191600,196583, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
288000,196699, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2116011,196857, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1118900,197018, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
289200,197027, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
289300,197036, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
907700,197081, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
290000,197221, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1192100,197337, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
740500,197522, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , ,true, ,true, , , , , , , , , , 
2505800,197601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2506800,197610, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1167001,197674, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2152000,197692, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1302700,197735, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1182100,197744, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1303918,197832, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
290800,197911, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
291200,198066, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
647700,198109, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4101300,198190, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
1026400,198242, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
292000,198419, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , 
2210400,198525, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
292900,198561, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
808300,198668, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
294400,198899, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
798800,198905, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
647800,198941, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2614201,198978, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , ,true, , , , , , , , , , , , , ,true, , , , , , , , , , 
2227900,198996, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2056500,199005, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
294900,199069, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2205000,199078, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
398100,199184, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
297200,199193, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
295500,199306, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
544700,199421, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
861300,199467, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , ,true, , , , , , , , , , , , , ,true, , , , , , , , , 
1179900,199689, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
902500,199713, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
296400,199722, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , 
3570300,199971, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
2553700,200086, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1040600,200110, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2298200,200129, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
299000,200156, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
775600,200165, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
299300,200226, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
935400,200244, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3087200,200262, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2188200,200466, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1205900,200484, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , 
3079000,200590, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , 
2128600,200624, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
489814,200633, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
962105,200785, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
819400,200828, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2562300,201034, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3117000,201098, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2187900,201131, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, 
648700,201177, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2342705,201399, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2073300,201478, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2140700,201539, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1267200,201609, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1216600,201618, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1267400,201627, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
302600,201690, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
747300,201803, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , , , ,true, 
302900,201858, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
1090600,201867, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
312501,201946, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
312502,201955, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2145100,201982, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2272700,202152, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1100500,202189, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
917200,202268, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
485500,202435, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
3116200,202453, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
304300,202611, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , ,true, , , , , , , , , , 
1275000,202648, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , ,true, ,true, , , , , , , , , , 
953000,202888, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2220500,202903, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , ,true, , 
649400,202912, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1032300,202985, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
812900,203030, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
304900,203128, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1099300,203146, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
2311200,203225, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1313200,203289, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
732920,203313, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
